"Electricity statistics by Region, Technology, Data Type and Year"

"Region","Technology","Data Type","Year",Electricity statistics
"North America","Other non-renewable energy","Electricity Generation (GWh)","2017",16751.18
"North America","Other non-renewable energy","Electricity Generation (GWh)","2018",20858.95
"North America","Other non-renewable energy","Electricity Generation (GWh)","2019",21256.64
"North America","Other non-renewable energy","Electricity Generation (GWh)","2020",22318.22
"North America","Other non-renewable energy","Electricity Generation (GWh)","2021",21167.17
"North America","Other non-renewable energy","Electricity Generation (GWh)","2022",29177.19
"North America","Other non-renewable energy","Electricity Generation (GWh)","2023",25356.32
"North America","Other non-renewable energy","Electricity Generation (GWh)","2024",-
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2000",13450.13
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2001",13719.37
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2002",13874.09
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2003",14053.39
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2004",14506.73
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2005",15642.26
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2006",15817.19
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2007",16492.47
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2008",16811.48
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2009",17541.11
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2010",18624.21
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2011",19391.27
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2012",21012.81
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2013",22559.44
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2014",24184.23
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2015",25725.93
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2016",27009.28
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2017",29160.51
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2018",34393.02
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2019",40279.44
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2020",47024.32
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2021",52330.56
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2022",58543.35
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2023",61573.62
"Oceania","Total renewable","Electricity Installed Capacity (MW)","2024",70254.94
"Oceania","Total renewable","Electricity Generation (GWh)","2000",48075.19
"Oceania","Total renewable","Electricity Generation (GWh)","2001",45617.56
"Oceania","Total renewable","Electricity Generation (GWh)","2002",48304.73
"Oceania","Total renewable","Electricity Generation (GWh)","2003",47600.43
"Oceania","Total renewable","Electricity Generation (GWh)","2004",51690.49
"Oceania","Total renewable","Electricity Generation (GWh)","2005",49936.95
"Oceania","Total renewable","Electricity Generation (GWh)","2006",52080.19
"Oceania","Total renewable","Electricity Generation (GWh)","2007",52397.17
"Oceania","Total renewable","Electricity Generation (GWh)","2008",50741.60
"Oceania","Total renewable","Electricity Generation (GWh)","2009",52488.75
"Oceania","Total renewable","Electricity Generation (GWh)","2010",57201.13
"Oceania","Total renewable","Electricity Generation (GWh)","2011",62792.12
"Oceania","Total renewable","Electricity Generation (GWh)","2012",61100.35
"Oceania","Total renewable","Electricity Generation (GWh)","2013",68015.02
"Oceania","Total renewable","Electricity Generation (GWh)","2014",73350.01
"Oceania","Total renewable","Electricity Generation (GWh)","2015",71662.55
"Oceania","Total renewable","Electricity Generation (GWh)","2016",76766.92
"Oceania","Total renewable","Electricity Generation (GWh)","2017",78939.83
"Oceania","Total renewable","Electricity Generation (GWh)","2018",84318.03
"Oceania","Total renewable","Electricity Generation (GWh)","2019",91387.10
"Oceania","Total renewable","Electricity Generation (GWh)","2020",98127.32
"Oceania","Total renewable","Electricity Generation (GWh)","2021",109578.72
"Oceania","Total renewable","Electricity Generation (GWh)","2022",125039.73
"Oceania","Total renewable","Electricity Generation (GWh)","2023",134275.38
"Oceania","Total renewable","Electricity Generation (GWh)","2024",-
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2000",25.96
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2001",30.43
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2002",35.58
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2003",41.14
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2004",48.35
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2005",54.79
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2006",64.20
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2007",79.17
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2008",91.94
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2009",339.94
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2010",1101.37
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2011",1441.40
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2012",2541.99
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2013",3356.04
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2014",4207.67
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2015",5173.39
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2016",6061.82
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2017",7467.24
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2018",11421.46
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2019",15822.11
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2020",20202.17
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2021",24929.71
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2022",29605.24
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2023",31529.52
"Oceania","Solar energy","Electricity Installed Capacity (MW)","2024",36950.79
"Oceania","Solar energy","Electricity Generation (GWh)","2000",39.52
"Oceania","Solar energy","Electricity Generation (GWh)","2001",46.20
"Oceania","Solar energy","Electricity Generation (GWh)","2002",52.44
"Oceania","Solar energy","Electricity Generation (GWh)","2003",61.65
"Oceania","Solar energy","Electricity Generation (GWh)","2004",71.92
"Oceania","Solar energy","Electricity Generation (GWh)","2005",82.43
"Oceania","Solar energy","Electricity Generation (GWh)","2006",94.95
"Oceania","Solar energy","Electricity Generation (GWh)","2007",116.95
"Oceania","Solar energy","Electricity Generation (GWh)","2008",135.72
"Oceania","Solar energy","Electricity Generation (GWh)","2009",170.74
"Oceania","Solar energy","Electricity Generation (GWh)","2010",403.80
"Oceania","Solar energy","Electricity Generation (GWh)","2011",1413.44
"Oceania","Solar energy","Electricity Generation (GWh)","2012",2358.15
"Oceania","Solar energy","Electricity Generation (GWh)","2013",3520.60
"Oceania","Solar energy","Electricity Generation (GWh)","2014",4084.70
"Oceania","Solar energy","Electricity Generation (GWh)","2015",5165.56
"Oceania","Solar energy","Electricity Generation (GWh)","2016",6440.01
"Oceania","Solar energy","Electricity Generation (GWh)","2017",8353.64
"Oceania","Solar energy","Electricity Generation (GWh)","2018",10279.42
"Oceania","Solar energy","Electricity Generation (GWh)","2019",15306.79
"Oceania","Solar energy","Electricity Generation (GWh)","2020",21566.15
"Oceania","Solar energy","Electricity Generation (GWh)","2021",28345.73
"Oceania","Solar energy","Electricity Generation (GWh)","2022",35491.55
"Oceania","Solar energy","Electricity Generation (GWh)","2023",42945.30
"Oceania","Solar energy","Electricity Generation (GWh)","2024",-
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2000",73.01
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2001",116.55
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2002",165.75
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2003",273.40
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2004",567.91
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2005",930.91
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2006",1016.41
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2007",1611.73
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2008",1808.93
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2009",2266.88
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2010",2454.76
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2011",2801.04
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2012",3235.04
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2013",3895.05
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2014",4531.15
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2015",5059.17
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2016",5425.44
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2017",6150.17
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2018",7153.09
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2019",8626.48
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2020",10952.48
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2021",11523.48
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2022",12988.61
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2023",14028.61
"Oceania","Wind energy","Electricity Installed Capacity (MW)","2024",16625.61
"Oceania","Wind energy","Electricity Generation (GWh)","2000",185.47
"Oceania","Wind energy","Electricity Generation (GWh)","2001",356.00
"Oceania","Wind energy","Electricity Generation (GWh)","2002",527.33
"Oceania","Wind energy","Electricity Generation (GWh)","2003",854.84
"Oceania","Wind energy","Electricity Generation (GWh)","2004",1078.53
"Oceania","Wind energy","Electricity Generation (GWh)","2005",1516.61
"Oceania","Wind energy","Electricity Generation (GWh)","2006",2363.40
"Oceania","Wind energy","Electricity Generation (GWh)","2007",3581.38
"Oceania","Wind energy","Electricity Generation (GWh)","2008",4192.40
"Oceania","Wind energy","Electricity Generation (GWh)","2009",5354.41
"Oceania","Wind energy","Electricity Generation (GWh)","2010",6752.81
"Oceania","Wind energy","Electricity Generation (GWh)","2011",8096.96
"Oceania","Wind energy","Electricity Generation (GWh)","2012",9118.17
"Oceania","Wind energy","Electricity Generation (GWh)","2013",10045.33
"Oceania","Wind energy","Electricity Generation (GWh)","2014",12531.47
"Oceania","Wind energy","Electricity Generation (GWh)","2015",13906.86
"Oceania","Wind energy","Electricity Generation (GWh)","2016",14594.96
"Oceania","Wind energy","Electricity Generation (GWh)","2017",14740.56
"Oceania","Wind energy","Electricity Generation (GWh)","2018",17295.81
"Oceania","Wind energy","Electricity Generation (GWh)","2019",20036.78
"Oceania","Wind energy","Electricity Generation (GWh)","2020",22760.18
"Oceania","Wind energy","Electricity Generation (GWh)","2021",27226.93
"Oceania","Wind energy","Electricity Generation (GWh)","2022",32022.14
"Oceania","Wind energy","Electricity Generation (GWh)","2023",34709.20
"Oceania","Wind energy","Electricity Generation (GWh)","2024",-
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2000",12385.51
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2001",12454.71
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2002",12559.76
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2003",12557.94
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2004",12639.77
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2005",13246.76
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2006",13249.58
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2007",13257.58
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2008",13288.58
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2009",13245.18
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2010",13248.96
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2011",13323.99
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2012",13381.99
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2013",13390.70
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2014",13390.50
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2015",13408.50
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2016",13407.15
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2017",13412.76
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2018",13665.12
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2019",13677.50
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2020",13680.58
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2021",13680.58
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2022",13745.70
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2023",13811.70
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Installed Capacity (MW)","2024",14163.28
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2000",42830.40
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2001",40211.76
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2002",42622.23
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2003",41635.76
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2004",45148.24
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2005",40440.66
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2006",41369.37
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2007",40062.87
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2008",36407.21
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2009",38030.52
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2010",40145.98
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2011",43748.61
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2012",38936.06
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2013",43278.00
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2014",44425.57
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2015",39624.29
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2016",42720.49
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2017",43036.21
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2018",44008.02
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2019",43269.53
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2020",41121.34
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2021",41178.45
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2022",44786.64
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2023",44326.98
"Oceania","Hydropower (excl. Pumped Storage)","Electricity Generation (GWh)","2024",-
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2000",-
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2001",-
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2002",-
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2003",-
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2004",-
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2005",-
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2006",-
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2007",1.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2008",1.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2009",1.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2010",1.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2011",1.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2012",1.04
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2013",1.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2014",1.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2015",1.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2016",1.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2017",1.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2018",-
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2019",0.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2020",0.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2021",0.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2022",0.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2023",0.00
"Oceania","Marine energy","Electricity Installed Capacity (MW)","2024",-
"Oceania","Marine energy","Electricity Generation (GWh)","2000",-
"Oceania","Marine energy","Electricity Generation (GWh)","2001",-
"Oceania","Marine energy","Electricity Generation (GWh)","2002",-
"Oceania","Marine energy","Electricity Generation (GWh)","2003",-
"Oceania","Marine energy","Electricity Generation (GWh)","2004",-
"Oceania","Marine energy","Electricity Generation (GWh)","2005",-
"Oceania","Marine energy","Electricity Generation (GWh)","2006",-
"Oceania","Marine energy","Electricity Generation (GWh)","2007",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2008",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2009",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2010",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2011",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2012",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2013",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2014",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2015",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2016",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2017",0.00
"Oceania","Marine energy","Electricity Generation (GWh)","2018",-
"Oceania","Marine energy","Electricity Generation (GWh)","2019",-
"Oceania","Marine energy","Electricity Generation (GWh)","2020",-
"Oceania","Marine energy","Electricity Generation (GWh)","2021",-
"Oceania","Marine energy","Electricity Generation (GWh)","2022",-
"Oceania","Marine energy","Electricity Generation (GWh)","2023",-
"Oceania","Marine energy","Electricity Generation (GWh)","2024",-
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2000",547.45
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2001",700.49
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2002",740.79
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2003",792.79
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2004",862.60
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2005",936.60
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2006",1013.90
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2007",1030.90
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2008",986.94
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2009",1021.02
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2010",1026.02
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2011",1031.73
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2012",1034.64
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2013",1026.55
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2014",1037.81
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2015",1043.77
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2016",1078.77
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2017",1094.24
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2018",1094.24
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2019",1094.25
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2020",1095.99
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2021",1103.69
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2022",1103.69
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2023",1103.68
"Oceania","Bioenergy","Electricity Installed Capacity (MW)","2024",1188.75
"Oceania","Bioenergy","Electricity Generation (GWh)","2000",2097.70
"Oceania","Bioenergy","Electricity Generation (GWh)","2001",2165.50
"Oceania","Bioenergy","Electricity Generation (GWh)","2002",2288.64
"Oceania","Bioenergy","Electricity Generation (GWh)","2003",2248.08
"Oceania","Bioenergy","Electricity Generation (GWh)","2004",2552.70
"Oceania","Bioenergy","Electricity Generation (GWh)","2005",4628.14
"Oceania","Bioenergy","Electricity Generation (GWh)","2006",4773.48
"Oceania","Bioenergy","Electricity Generation (GWh)","2007",4791.01
"Oceania","Bioenergy","Electricity Generation (GWh)","2008",5427.73
"Oceania","Bioenergy","Electricity Generation (GWh)","2009",3667.08
"Oceania","Bioenergy","Electricity Generation (GWh)","2010",3635.93
"Oceania","Bioenergy","Electricity Generation (GWh)","2011",2955.91
"Oceania","Bioenergy","Electricity Generation (GWh)","2012",3930.17
"Oceania","Bioenergy","Electricity Generation (GWh)","2013",4055.69
"Oceania","Bioenergy","Electricity Generation (GWh)","2014",4432.27
"Oceania","Bioenergy","Electricity Generation (GWh)","2015",4533.25
"Oceania","Bioenergy","Electricity Generation (GWh)","2016",4622.26
"Oceania","Bioenergy","Electricity Generation (GWh)","2017",4405.74
"Oceania","Bioenergy","Electricity Generation (GWh)","2018",4415.34
"Oceania","Bioenergy","Electricity Generation (GWh)","2019",4417.03
"Oceania","Bioenergy","Electricity Generation (GWh)","2020",4280.07
"Oceania","Bioenergy","Electricity Generation (GWh)","2021",4285.22
"Oceania","Bioenergy","Electricity Generation (GWh)","2022",4099.82
"Oceania","Bioenergy","Electricity Generation (GWh)","2023",3974.29
"Oceania","Bioenergy","Electricity Generation (GWh)","2024",-
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2000",418.20
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2001",417.20
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2002",372.20
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2003",388.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2004",388.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2005",473.20
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2006",473.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2007",512.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2008",634.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2009",667.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2010",792.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2011",792.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2012",818.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2013",890.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2014",1016.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2015",1040.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2016",1035.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2017",1035.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2018",1059.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2019",1059.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2020",1093.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2021",1093.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2022",1100.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2023",1100.10
"Oceania","Geothermal energy","Electricity Installed Capacity (MW)","2024",1326.50
"Oceania","Geothermal energy","Electricity Generation (GWh)","2000",2922.10
"Oceania","Geothermal energy","Electricity Generation (GWh)","2001",2838.10
"Oceania","Geothermal energy","Electricity Generation (GWh)","2002",2814.10
"Oceania","Geothermal energy","Electricity Generation (GWh)","2003",2800.10
"Oceania","Geothermal energy","Electricity Generation (GWh)","2004",2839.10
"Oceania","Geothermal energy","Electricity Generation (GWh)","2005",3269.10
"Oceania","Geothermal energy","Electricity Generation (GWh)","2006",3479.00
"Oceania","Geothermal energy","Electricity Generation (GWh)","2007",3844.96
"Oceania","Geothermal energy","Electricity Generation (GWh)","2008",4578.53
"Oceania","Geothermal energy","Electricity Generation (GWh)","2009",5266.00
"Oceania","Geothermal energy","Electricity Generation (GWh)","2010",6262.60
"Oceania","Geothermal energy","Electricity Generation (GWh)","2011",6577.20
"Oceania","Geothermal energy","Electricity Generation (GWh)","2012",6757.80
"Oceania","Geothermal energy","Electricity Generation (GWh)","2013",7115.40
"Oceania","Geothermal energy","Electricity Generation (GWh)","2014",7876.00
"Oceania","Geothermal energy","Electricity Generation (GWh)","2015",8432.60
"Oceania","Geothermal energy","Electricity Generation (GWh)","2016",8389.20
"Oceania","Geothermal energy","Electricity Generation (GWh)","2017",8403.69
"Oceania","Geothermal energy","Electricity Generation (GWh)","2018",8319.44
"Oceania","Geothermal energy","Electricity Generation (GWh)","2019",8356.97
"Oceania","Geothermal energy","Electricity Generation (GWh)","2020",8399.58
"Oceania","Geothermal energy","Electricity Generation (GWh)","2021",8542.39
"Oceania","Geothermal energy","Electricity Generation (GWh)","2022",8639.58
"Oceania","Geothermal energy","Electricity Generation (GWh)","2023",8319.61
"Oceania","Geothermal energy","Electricity Generation (GWh)","2024",-
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2000",42388.87
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2001",43000.30
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2002",45530.93
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2003",46666.22
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2004",46794.88
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2005",45346.37
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2006",45718.16
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2007",48512.50
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2008",49078.09
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2009",51418.13
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2010",54411.41
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2011",55215.44
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2012",55418.34
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2013",55075.53
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2014",55895.43
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2015",60840.25
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2016",58594.14
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2017",55899.64
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2018",56386.83
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2019",56196.41
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2020",57632.18
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2021",58082.09
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2022",58302.57
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2023",58245.95
"Oceania","Total non-renewable","Electricity Installed Capacity (MW)","2024",59699.44
"Oceania","Total non-renewable","Electricity Generation (GWh)","2000",209440.13
