"Electricity statistics by Region, Technology, Data Type and Year"

"Region","Technology","Data Type","Year",Electricity statistics
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2006",3250.65
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2007",3380.65
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2008",3455.75
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2009",3595.75
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2010",3597.05
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2011",3636.15
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2012",3721.15
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2013",3728.45
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2014",3853.85
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2015",3896.45
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2016",4001.45
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2017",4221.82
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2018",4375.60
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2019",4565.86
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2020",4572.15
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2021",4731.51
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2022",4760.19
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2023",5038.70
"Asia","Geothermal energy","Electricity Installed Capacity (MW)","2024",5113.19
"Asia","Geothermal energy","Electricity Generation (GWh)","2000",20367.50
"Asia","Geothermal energy","Electricity Generation (GWh)","2001",19933.00
"Asia","Geothermal energy","Electricity Generation (GWh)","2002",20085.43
"Asia","Geothermal energy","Electricity Generation (GWh)","2003",19319.56
"Asia","Geothermal energy","Electricity Generation (GWh)","2004",20044.31
"Asia","Geothermal energy","Electricity Generation (GWh)","2005",19827.40
"Asia","Geothermal energy","Electricity Generation (GWh)","2006",20299.50
"Asia","Geothermal energy","Electricity Generation (GWh)","2007",20374.03
"Asia","Geothermal energy","Electricity Generation (GWh)","2008",21876.58
"Asia","Geothermal energy","Electricity Generation (GWh)","2009",22599.75
"Asia","Geothermal energy","Electricity Generation (GWh)","2010",22059.29
"Asia","Geothermal energy","Electricity Generation (GWh)","2011",22130.65
"Asia","Geothermal energy","Electricity Generation (GWh)","2012",22416.36
"Asia","Geothermal energy","Electricity Generation (GWh)","2013",21766.35
"Asia","Geothermal energy","Electricity Generation (GWh)","2014",23111.05
"Asia","Geothermal energy","Electricity Generation (GWh)","2015",23831.54
"Asia","Geothermal energy","Electricity Generation (GWh)","2016",24372.30
"Asia","Geothermal energy","Electricity Generation (GWh)","2017",25636.18
"Asia","Geothermal energy","Electricity Generation (GWh)","2018",27123.49
"Asia","Geothermal energy","Electricity Generation (GWh)","2019",27782.84
"Asia","Geothermal energy","Electricity Generation (GWh)","2020",29458.19
"Asia","Geothermal energy","Electricity Generation (GWh)","2021",29077.18
"Asia","Geothermal energy","Electricity Generation (GWh)","2022",30251.57
"Asia","Geothermal energy","Electricity Generation (GWh)","2023",31233.93
"Asia","Geothermal energy","Electricity Generation (GWh)","2024",-
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2000",806417.23
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2001",820107.99
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2002",852213.92
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2003",892677.04
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2004",952384.01
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2005",1028489.68
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2006",1134417.50
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2007",1228893.80
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2008",1292529.03
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2009",1370835.72
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2010",1462356.28
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2011",1564047.82
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2012",1649285.84
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2013",1732945.85
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2014",1827209.80
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2015",1938878.57
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2016",2031733.07
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2017",2113666.48
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2018",2213944.91
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2019",2279088.27
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2020",2345062.08
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2021",2408459.48
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2022",2477631.47
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2023",2545635.36
"Asia","Total non-renewable","Electricity Installed Capacity (MW)","2024",2634450.02
"Asia","Total non-renewable","Electricity Generation (GWh)","2000",3566956.35
"Asia","Total non-renewable","Electricity Generation (GWh)","2001",3686843.32
"Asia","Total non-renewable","Electricity Generation (GWh)","2002",3951047.56
"Asia","Total non-renewable","Electricity Generation (GWh)","2003",4274845.04
"Asia","Total non-renewable","Electricity Generation (GWh)","2004",4635785.86
"Asia","Total non-renewable","Electricity Generation (GWh)","2005",4998639.70
"Asia","Total non-renewable","Electricity Generation (GWh)","2006",5399275.09
"Asia","Total non-renewable","Electricity Generation (GWh)","2007",5894117.39
"Asia","Total non-renewable","Electricity Generation (GWh)","2008",5999932.51
"Asia","Total non-renewable","Electricity Generation (GWh)","2009",6243752.53
"Asia","Total non-renewable","Electricity Generation (GWh)","2010",6855970.84
"Asia","Total non-renewable","Electricity Generation (GWh)","2011",7423363.10
"Asia","Total non-renewable","Electricity Generation (GWh)","2012",7602585.23
"Asia","Total non-renewable","Electricity Generation (GWh)","2013",8046975.17
"Asia","Total non-renewable","Electricity Generation (GWh)","2014",8142377.06
"Asia","Total non-renewable","Electricity Generation (GWh)","2015",8302545.88
"Asia","Total non-renewable","Electricity Generation (GWh)","2016",8637962.88
"Asia","Total non-renewable","Electricity Generation (GWh)","2017",9058124.02
"Asia","Total non-renewable","Electricity Generation (GWh)","2018",9585586.45
"Asia","Total non-renewable","Electricity Generation (GWh)","2019",9817351.92
"Asia","Total non-renewable","Electricity Generation (GWh)","2020",9860268.95
"Asia","Total non-renewable","Electricity Generation (GWh)","2021",10463339.80
"Asia","Total non-renewable","Electricity Generation (GWh)","2022",10591202.92
"Asia","Total non-renewable","Electricity Generation (GWh)","2023",11077205.91
"Asia","Total non-renewable","Electricity Generation (GWh)","2024",-
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2000",35342.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2001",30895.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2002",31876.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2003",32176.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2004",32612.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2005",34482.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2006",37082.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2007",40607.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2008",42562.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2009",46032.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2010",49262.60
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2011",52415.10
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2012",54835.18
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2013",56035.18
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2014",57217.68
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2015",58337.68
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2016",61970.68
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2017",64670.68
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2018",65270.68
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2019",65570.68
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2020",66770.68
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2021",71670.68
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2022",81070.68
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2023",86220.68
"Asia","Pumped storage","Electricity Installed Capacity (MW)","2024",93923.68
"Asia","Pumped storage","Electricity Generation (GWh)","2000",23238.35
"Asia","Pumped storage","Electricity Generation (GWh)","2001",23200.95
"Asia","Pumped storage","Electricity Generation (GWh)","2002",21196.15
"Asia","Pumped storage","Electricity Generation (GWh)","2003",19897.05
"Asia","Pumped storage","Electricity Generation (GWh)","2004",20706.05
"Asia","Pumped storage","Electricity Generation (GWh)","2005",22356.86
"Asia","Pumped storage","Electricity Generation (GWh)","2006",22771.67
"Asia","Pumped storage","Electricity Generation (GWh)","2007",26814.24
"Asia","Pumped storage","Electricity Generation (GWh)","2008",23829.92
"Asia","Pumped storage","Electricity Generation (GWh)","2009",24616.42
"Asia","Pumped storage","Electricity Generation (GWh)","2010",29676.60
"Asia","Pumped storage","Electricity Generation (GWh)","2011",29506.30
"Asia","Pumped storage","Electricity Generation (GWh)","2012",28897.50
"Asia","Pumped storage","Electricity Generation (GWh)","2013",29418.90
"Asia","Pumped storage","Electricity Generation (GWh)","2014",30926.20
"Asia","Pumped storage","Electricity Generation (GWh)","2015",32776.60
"Asia","Pumped storage","Electricity Generation (GWh)","2016",50227.30
"Asia","Pumped storage","Electricity Generation (GWh)","2017",53765.96
"Asia","Pumped storage","Electricity Generation (GWh)","2018",53745.67
"Asia","Pumped storage","Electricity Generation (GWh)","2019",52410.83
"Asia","Pumped storage","Electricity Generation (GWh)","2020",54555.40
"Asia","Pumped storage","Electricity Generation (GWh)","2021",61484.58
"Asia","Pumped storage","Electricity Generation (GWh)","2022",70247.58
"Asia","Pumped storage","Electricity Generation (GWh)","2023",76563.05
"Asia","Pumped storage","Electricity Generation (GWh)","2024",-
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2000",700514.50
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2001",718060.69
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2002",744563.71
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2003",784170.34
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2004",840286.11
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2005",910281.29
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2006",1012632.86
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2007",1101217.18
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2008",1164388.59
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2009",1237885.39
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2010",1322898.85
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2011",1418073.87
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2012",1501409.46
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2013",1583112.03
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2014",1669469.97
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2015",1773564.41
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2016",1854914.27
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2017",1932666.20
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2018",2024716.74
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2019",2088167.20
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2020",2149865.21
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2021",2201593.98
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2022",2254770.36
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2023",2315300.98
"Asia","Fossil fuels","Electricity Installed Capacity (MW)","2024",2390348.14
"Asia","Fossil fuels","Electricity Generation (GWh)","2000",3017975.85
"Asia","Fossil fuels","Electricity Generation (GWh)","2001",3137525.97
"Asia","Fossil fuels","Electricity Generation (GWh)","2002",3407706.76
"Asia","Fossil fuels","Electricity Generation (GWh)","2003",3759226.86
"Asia","Fossil fuels","Electricity Generation (GWh)","2004",4069679.93
"Asia","Fossil fuels","Electricity Generation (GWh)","2005",4389034.59
"Asia","Fossil fuels","Electricity Generation (GWh)","2006",4785767.36
"Asia","Fossil fuels","Electricity Generation (GWh)","2007",5312866.52
"Asia","Fossil fuels","Electricity Generation (GWh)","2008",5414432.92
"Asia","Fossil fuels","Electricity Generation (GWh)","2009",5634270.76
"Asia","Fossil fuels","Electricity Generation (GWh)","2010",6212302.04
"Asia","Fossil fuels","Electricity Generation (GWh)","2011",6937405.01
"Asia","Fossil fuels","Electricity Generation (GWh)","2012",7192782.35
"Asia","Fossil fuels","Electricity Generation (GWh)","2013",7635213.48
"Asia","Fossil fuels","Electricity Generation (GWh)","2014",7695613.19
"Asia","Fossil fuels","Electricity Generation (GWh)","2015",7800464.32
"Asia","Fossil fuels","Electricity Generation (GWh)","2016",8063108.51
"Asia","Fossil fuels","Electricity Generation (GWh)","2017",8444193.80
"Asia","Fossil fuels","Electricity Generation (GWh)","2018",8897611.81
"Asia","Fossil fuels","Electricity Generation (GWh)","2019",9052710.00
"Asia","Fossil fuels","Electricity Generation (GWh)","2020",9075372.06
"Asia","Fossil fuels","Electricity Generation (GWh)","2021",9586352.68
"Asia","Fossil fuels","Electricity Generation (GWh)","2022",9678739.92
"Asia","Fossil fuels","Electricity Generation (GWh)","2023",10106824.92
"Asia","Fossil fuels","Electricity Generation (GWh)","2024",-
"Asia","Nuclear","Electricity Installed Capacity (MW)","2000",69708.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2001",70227.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2002",74857.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2003",75420.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2004",78500.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2005",82682.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2006",83649.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2007",85989.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2008",84455.20
"Asia","Nuclear","Electricity Installed Capacity (MW)","2009",85807.20
"Asia","Nuclear","Electricity Installed Capacity (MW)","2010",87886.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2011",90957.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2012",90145.20
"Asia","Nuclear","Electricity Installed Capacity (MW)","2013",90351.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2014",96771.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2015",102645.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2016",109914.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2017",110545.92
"Asia","Nuclear","Electricity Installed Capacity (MW)","2018",116982.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2019",116867.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2020",118017.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2021",121547.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2022",126550.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2023",127665.00
"Asia","Nuclear","Electricity Installed Capacity (MW)","2024",132734.00
"Asia","Nuclear","Electricity Generation (GWh)","2000",504358.00
"Asia","Nuclear","Electricity Generation (GWh)","2001",504392.25
"Asia","Nuclear","Electricity Generation (GWh)","2002",500133.65
"Asia","Nuclear","Electricity Generation (GWh)","2003",472607.10
"Asia","Nuclear","Electricity Generation (GWh)","2004",522781.85
"Asia","Nuclear","Electricity Generation (GWh)","2005",564102.75
"Asia","Nuclear","Electricity Generation (GWh)","2006",566775.00
"Asia","Nuclear","Electricity Generation (GWh)","2007",530247.45
"Asia","Nuclear","Electricity Generation (GWh)","2008",536911.40
"Asia","Nuclear","Electricity Generation (GWh)","2009",557153.46
"Asia","Nuclear","Electricity Generation (GWh)","2010",575964.13
"Asia","Nuclear","Electricity Generation (GWh)","2011",416909.44
"Asia","Nuclear","Electricity Generation (GWh)","2012",341036.15
"Asia","Nuclear","Electricity Generation (GWh)","2013",338981.43
"Asia","Nuclear","Electricity Generation (GWh)","2014",371072.73
"Asia","Nuclear","Electricity Generation (GWh)","2015",422706.16
"Asia","Nuclear","Electricity Generation (GWh)","2016",467804.08
"Asia","Nuclear","Electricity Generation (GWh)","2017",497577.90
"Asia","Nuclear","Electricity Generation (GWh)","2018",567834.91
"Asia","Nuclear","Electricity Generation (GWh)","2019",639887.61
"Asia","Nuclear","Electricity Generation (GWh)","2020",652778.71
"Asia","Nuclear","Electricity Generation (GWh)","2021",722930.55
"Asia","Nuclear","Electricity Generation (GWh)","2022",741711.63
"Asia","Nuclear","Electricity Generation (GWh)","2023",787122.19
"Asia","Nuclear","Electricity Generation (GWh)","2024",-
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2000",852.13
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2001",924.70
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2002",916.61
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2003",910.10
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2004",985.30
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2005",1043.79
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2006",1053.04
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2007",1080.03
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2008",1122.64
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2009",1110.53
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2010",2308.83
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2011",2601.85
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2012",2895.99
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2013",3447.64
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2014",3751.15
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2015",4331.48
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2016",4934.12
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2017",5783.68
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2018",6975.48
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2019",8483.39
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2020",10409.19
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2021",13647.82
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2022",15240.42
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2023",16448.70
"Asia","Other non-renewable energy","Electricity Installed Capacity (MW)","2024",17444.20
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2000",21384.15
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2001",21724.15
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2002",22011.00
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2003",23114.02
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2004",22618.03
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2005",23145.49
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2006",23961.06
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2007",24189.18
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2008",24758.27
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2009",27711.89
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2010",38028.07
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2011",39542.34
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2012",39869.24
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2013",43361.36
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2014",44764.94
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2015",46598.79
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2016",56822.99
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2017",62586.35
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2018",66394.06
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2019",72343.49
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2020",77562.78
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2021",92571.99
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2022",100503.78
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2023",106695.74
"Asia","Other non-renewable energy","Electricity Generation (GWh)","2024",-
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2000",5722.98
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2001",5842.18
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2002",5901.19
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2003",6269.77
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2004",6275.03
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2005",6612.80
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2006",6605.56
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2007",6986.26
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2008",7094.27
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2009",7315.32
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2010",7636.51
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2011",8397.32
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2012",9339.60
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2013",9521.09
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2014",10192.81
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2015",11887.21
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2016",13201.40
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2017",14032.89
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2018",14984.12
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2019",15889.14
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2020",16428.42
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2021",17063.01
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2022",17612.44
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2023",18869.03
"Central America and the Caribbean","Total renewable","Electricity Installed Capacity (MW)","2024",19270.83
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2000",21577.32
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2001",19827.51
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2002",21317.06
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2003",22066.27
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2004",24852.84
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2005",26031.72
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2006",26377.66
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2007",27094.89
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2008",28515.92
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2009",27715.80
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2010",30832.83
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2011",30758.55
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2012",34352.11
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2013",35592.66
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2014",35594.30
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2015",38586.17
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2016",41105.95
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2017",46406.12
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2018",46691.44
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2019",45554.55
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2020",50589.22
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2021",55995.59
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2022",56737.86
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2023",52198.36
"Central America and the Caribbean","Total renewable","Electricity Generation (GWh)","2024",-
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2000",2.10
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2001",3.14
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2002",3.53
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2003",4.03
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2004",4.51
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2005",5.57
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2006",9.67
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2007",13.42
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2008",19.48
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2009",33.54
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2010",63.62
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2011",134.82
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2012",193.41
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2013",247.09
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2014",289.71
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2015",989.72
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2016",1197.50
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2017",1558.75
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2018",1942.37
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2019",2532.73
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2020",2815.19
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2021",3535.29
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2022",3940.35
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2023",5025.36
"Central America and the Caribbean","Solar energy","Electricity Installed Capacity (MW)","2024",5375.54
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2000",3.41
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2001",4.57
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2002",5.31
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2003",6.16
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2004",7.34
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2005",8.45
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2006",12.95
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2007",15.88
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2008",20.24
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2009",30.21
"Central America and the Caribbean","Solar energy","Electricity Generation (GWh)","2010",56.03
